x_id,y_id,context,response,p_xy,p_x,p_y,context_paraphrased,response_paraphrased
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I'm a big fan of shooting hoops.,Working out is awesome for your body and your brain.
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I am currently undertaking studies in physics.,You can totally pick up a new skill at any age.
13,13,I like playing badminton.,It's wonderful that you enjoy being active.,0.0045272713798157815,0.009287274636018406,0.055161303550447745,I find enjoyment in participating in the sport of badminton.,Awesome that you like to stay active!
14,6,I like playing table tennis.,That's great that you're expanding your knowledge.,0.00020825508025042338,0.019877827850324985,0.06285145050522811,I really enjoy a good game of table tennis!,That's wonderful that you're diving deeper into your learning!
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I enjoy engaging in the sport of basketball.,"Working out is awesome for you, like, both your body and your brain."
10,13,I like playing basketball.,It's wonderful that you enjoy being active.,0.03560470159377407,0.18889773402308402,0.055161303550447745,Basketball is one of my favorite things to do!,That's awesome you like to stay active!
9,9,I am learning biology.,It's never too late to learn something new.,0.019240735985216566,0.03615761886411768,0.0700698399007019,I'm learning biology.,It is always an opportune moment to embark on learning something new.
4,16,I want to travel to Berlin.,I hope the weather is nice for your activities.,0.0009276151572610475,0.13966431731977583,0.17388126971113932,I wish to travel to Berlin.,Hope you have lovely weather for your plans!
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I'm learning physics.,You're never too old to pick up a new skill!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,The meteorological conditions indicate precipitation today.,Hope you have wonderfully pleasant weather for all your plans!
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,"Oh, I'd absolutely love to take a trip to Berlin!","Oh, that sounds like an absolutely wonderful place to visit!"
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I find enjoyment in participating in the sport of basketball.,Regular exercise can make a significant and positive difference.
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I'm itching to go to Berlin.,"Oh, that sounds like such a wonderful and exciting place to visit!"
11,14,I like playing soccer.,Physical activity is great for both body and mind.,0.007263964285949601,0.013050643022516833,0.11691730442354392,I really enjoy playing soccer!,Working out's awesome for your body *and* your brain.
14,14,I like playing table tennis.,Physical activity is great for both body and mind.,0.007953660800488347,0.019877827850324985,0.11691730442354392,I'm a big fan of playing table tennis!,Getting active is wonderfully beneficial for both your body and your mind!
4,3,I want to travel to Berlin.,Planning ahead always makes trips better.,0.05547963155591268,0.13966431731977583,0.11372179661690561,I would be very pleased to travel to Berlin.,Planning ahead is always beneficial for a more enjoyable trip.
6,3,I am learning physics.,Planning ahead always makes trips better.,0.0010557895933840597,0.07473050352452039,0.11372179661690561,I am currently engaged in the study of physics.,Planning ahead is always a beneficial approach to ensure a more enjoyable trip.
0,0,I want to travel to New York.,That sounds like an exciting destination!,0.02648869966777733,0.04988382955327353,0.1680240307547435,I wish to travel to New York.,That sounds like a propitious destination.
13,9,I like playing badminton.,It's never too late to learn something new.,0.0004663752759108421,0.009287274636018406,0.0700698399007019,I'm a big fan of playing badminton.,It is never too late to embark on learning something new.
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I'm down for a game of hoops.,Engaging in physical activity offers substantial benefits for both somatic and psychological well-being.
3,0,I want to travel to Tokyo.,That sounds like an exciting destination!,0.02690737765800142,0.04703220379966399,0.1680240307547435,I wish to travel to Tokyo.,That sounds like a cool place to visit!
17,18,The weather is cloudy today.,It's always good to be prepared for any weather.,0.02242056332487098,0.11314563618563987,0.04436553457324437,The meteorological conditions are overcast this day.,It is advisable to be prepared for all weather conditions.
1,2,I want to travel to London.,I hope you have a wonderful trip!,0.0010295239640609039,0.057626754303317713,0.009423184005082887,I wish to travel to London.,Hope you have an awesome trip!
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I'm so excited to be diving into physics! It's such a fascinating subject.,It is never too late to acquire new knowledge or skills.
10,3,I like playing basketball.,Planning ahead always makes trips better.,0.004180719393306296,0.18889773402308402,0.11372179661690561,I find enjoyment in participating in basketball.,"Seriously, if you plan your trips out a bit, they always turn out way better."
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,"Yeah, I'm into basketball.","Yeah, moving your body is awesome for both your body and your brain."
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I enjoy playing basketball.,"Yeah, moving your body is awesome for your brain and your body!"
0,3,I want to travel to New York.,Planning ahead always makes trips better.,0.009379785750995908,0.04988382955327353,0.11372179661690561,I would be delighted to travel to New York.,It is generally found that planning in advance contributes to a more enjoyable travel experience.
12,14,I like playing tennis.,Physical activity is great for both body and mind.,0.006325360137660656,0.011955718716381791,0.11691730442354392,I enjoy engaging in the sport of tennis.,Engaging in physical activity is highly beneficial for both your physical and mental well-being.
17,18,The weather is cloudy today.,It's always good to be prepared for any weather.,0.02242056332487098,0.11314563618563987,0.04436553457324437,The meteorological conditions today are characterized by cloud cover.,It is always advisable to be prepared for any weather conditions.
10,10,I like playing basketball.,Staying active is so important for health.,0.007782727461334153,0.18889773402308402,0.01067928652301707,I really enjoy shooting hoops!,Keeping your body moving is a wonderful way to feel your best!
6,16,I am learning physics.,I hope the weather is nice for your activities.,0.0019648800245439693,0.07473050352452039,0.17388126971113932,I'm kinda getting into physics.,I trust the weather will be conducive to your planned activities.
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I find great enjoyment in playing basketball.,Engaging in physical activity offers considerable benefits for both your physical and mental well-being.
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I am currently engaged in the study of physics.,You can always pick up a new skill!
7,6,I am learning chemistry.,That's great that you're expanding your knowledge.,0.008022834222914223,0.01722148168270239,0.06285145050522811,I am currently engaged in the study of chemistry.,That's wonderful that you're diving deeper into learning!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,The weather is quite rainy today.,We sincerely hope the weather proves to be agreeable for your planned activities.
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I enjoy playing basketball.,"Getting your body moving regularly really makes a wonderful difference, doesn't it?"
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I'm itching to go to Berlin.,Sounds like a cool place to go!
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I really enjoy shooting hoops!,"Seriously, working out is a game-changer."
8,9,I am learning history.,It's never too late to learn something new.,0.009433371661127718,0.027994929140010276,0.0700698399007019,I am currently studying history.,You're never too old to pick up something new.
9,6,I am learning biology.,That's great that you're expanding your knowledge.,0.007448163146344825,0.03615761886411768,0.06285145050522811,I am currently engaged in the study of biology.,It is commendable that you are expanding your knowledge.
10,2,I like playing basketball.,I hope you have a wonderful trip!,0.00029284527820019635,0.18889773402308402,0.009423184005082887,I'm a big fan of shooting hoops.,Have a fantastic trip!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,The weather is rather wet today.,Hope the weather plays nice for whatever you've got planned!
10,13,I like playing basketball.,It's wonderful that you enjoy being active.,0.03560470159377407,0.18889773402308402,0.055161303550447745,I'm a big fan of shooting hoops.,Awesome that you like staying active!
0,4,I want to travel to New York.,Exploring new places is always rewarding.,0.00580341851226885,0.04988382955327353,0.03780944036359679,I'd absolutely love to visit New York!,The exploration of novel locales consistently yields beneficial outcomes.
10,13,I like playing basketball.,It's wonderful that you enjoy being active.,0.03560470159377407,0.18889773402308402,0.055161303550447745,I'm a big fan of shooting some hoops.,That's fantastic that you love staying active!
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I enjoy participating in basketball.,Engaging in physical activity offers considerable benefits for both one's physical well-being and mental acuity.
3,4,I want to travel to Tokyo.,Exploring new places is always rewarding.,0.011410543384085297,0.04703220379966399,0.03780944036359679,I would be delighted to travel to Tokyo.,Checking out new spots is always a good time.
10,13,I like playing basketball.,It's wonderful that you enjoy being active.,0.03560470159377407,0.18889773402308402,0.055161303550447745,I find enjoyment in participating in the sport of basketball.,It's so great that you love staying active!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,The meteorological conditions are characterized by precipitation today.,Hope the weather is lovely for whatever you've got planned!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,It's raining out today.,Hope you have some lovely weather for your plans!
17,16,The weather is cloudy today.,I hope the weather is nice for your activities.,0.06100720684134101,0.11314563618563987,0.17388126971113932,It's looking pretty grey out there today.,I sincerely hope the weather proves to be agreeable for your planned activities.
9,9,I am learning biology.,It's never too late to learn something new.,0.019240735985216566,0.03615761886411768,0.0700698399007019,I'm studying biology.,It's always a great time to discover something exciting and new!
17,18,The weather is cloudy today.,It's always good to be prepared for any weather.,0.02242056332487098,0.11314563618563987,0.04436553457324437,It's a bit grey out there today.,It's always a lovely idea to be ready for whatever the weather decides to throw our way!
17,16,The weather is cloudy today.,I hope the weather is nice for your activities.,0.06100720684134101,0.11314563618563987,0.17388126971113932,"It's a bit of a cloudy one out there today, isn't it?",I sincerely hope the weather proves to be agreeable for your planned activities.
19,19,The weather is windy today.,Each type of weather has its own charm.,0.002976291768825352,0.031700766646811165,0.030346937065599683,The weather is quite windy today.,"Each type of weather possesses its own distinct charm, offering unique qualities and experiences."
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,The weather is rather inclement today.,Fingers crossed the weather cooperates for whatever you've got planned!
12,14,I like playing tennis.,Physical activity is great for both body and mind.,0.006325360137660656,0.011955718716381791,0.11691730442354392,I'm a big fan of playing tennis.,Getting your body moving is such a wonderful way to boost your mood and feel great all over!
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I would be delighted to travel to Berlin.,"Oh, that sounds like such a fun and exciting place to go!"
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I'm a big fan of shooting hoops.,Working out regularly is such a game-changer.
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,The meteorological conditions today are characterized by precipitation.,Hope you have lovely weather for all your plans!
10,13,I like playing basketball.,It's wonderful that you enjoy being active.,0.03560470159377407,0.18889773402308402,0.055161303550447745,I'm a big fan of playing basketball.,That's awesome you like to stay active!
9,9,I am learning biology.,It's never too late to learn something new.,0.019240735985216566,0.03615761886411768,0.0700698399007019,I'm diving into the fascinating world of biology!,It is never too late to acquire new knowledge.
6,5,I am learning physics.,Learning new things is always valuable.,0.0176476246440252,0.07473050352452039,0.031059590007304006,I am currently engaged in the study of physics.,Discovering new things is always such a rewarding experience!
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I find enjoyment in participating in the sport of basketball.,"Working out is pretty awesome for your body and your brain, seriously."
1,3,I want to travel to London.,Planning ahead always makes trips better.,0.02064487793923277,0.057626754303317713,0.11372179661690561,I would be delighted to travel to London.,"Yeah, if you plan ahead, trips are just way better."
9,12,I am learning biology.,Regular exercise makes such a difference.,5.787845534347668e-05,0.03615761886411768,0.03615585102320392,I'm diving into the fascinating world of biology!,Engaging in regular physical activity can indeed yield significant positive outcomes.
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,"So, I'm thinking of heading to Berlin.","Oh, that sounds like such a fun and exciting place to visit!"
6,6,I am learning physics.,That's great that you're expanding your knowledge.,0.025495561956209657,0.07473050352452039,0.06285145050522811,I'm diving into the fascinating world of physics!,Awesome that you're learning new stuff!
1,3,I want to travel to London.,Planning ahead always makes trips better.,0.02064487793923277,0.057626754303317713,0.11372179661690561,I wish to travel to London.,Getting your ducks in a row before a trip really makes the whole experience so much smoother and more enjoyable!
1,0,I want to travel to London.,That sounds like an exciting destination!,0.03140399168285536,0.057626754303317713,0.1680240307547435,I wish to travel to London.,"Ooh, sounds like a super cool place to go!"
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I'd love to go on a trip to Berlin!,That sounds like a most interesting destination!
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,Basketball is super fun!,"Getting your body moving is a fantastic way to boost how you feel, both inside and out!"
10,13,I like playing basketball.,It's wonderful that you enjoy being active.,0.03560470159377407,0.18889773402308402,0.055161303550447745,I find great enjoyment in playing basketball.,It is wonderful to hear that you enjoy being active.
0,3,I want to travel to New York.,Planning ahead always makes trips better.,0.009379785750995908,0.04988382955327353,0.11372179661690561,Gonna hit up New York!,Getting your plans sorted ahead of time really makes for a much smoother and happier trip!
7,6,I am learning chemistry.,That's great that you're expanding your knowledge.,0.008022834222914223,0.01722148168270239,0.06285145050522811,I am currently engaged in the study of chemistry.,It is commendable that you are expanding your knowledge.
6,8,I am learning physics.,Education opens so many doors.,0.0013118634236246075,0.07473050352452039,0.0030509545655692874,I'm diving into physics.,"Seriously, school opens up a ton of opportunities."
10,17,I like playing basketball.,Different weather brings different opportunities.,0.0009963017448847214,0.18889773402308402,0.018554199891001176,I'm a big fan of playing basketball.,Each type of weather has its own special joys and adventures waiting for us!
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I would be most grateful if you would consider my wish to travel to Berlin.,"Whoa, that sounds like a super cool place to go!"
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I'm a big fan of shooting hoops.,Regular physical activity yields significant benefits.
5,9,I am learning math.,It's never too late to learn something new.,0.009716826664094161,0.016114504001007373,0.0700698399007019,I am currently engaged in the study of mathematics.,It's always a wonderful time to pick up something new!
14,14,I like playing table tennis.,Physical activity is great for both body and mind.,0.007953660800488347,0.019877827850324985,0.11691730442354392,I enjoy participating in table tennis.,"Getting your body moving is such a wonderful way to feel good, both inside and out!"
17,16,The weather is cloudy today.,I hope the weather is nice for your activities.,0.06100720684134101,0.11314563618563987,0.17388126971113932,The current atmospheric conditions are characterized as overcast.,I'm hoping the weather will be lovely for whatever you've got planned!
4,3,I want to travel to Berlin.,Planning ahead always makes trips better.,0.05547963155591268,0.13966431731977583,0.11372179661690561,I would be delighted to travel to Berlin.,Proactive planning significantly enhances the quality of travel experiences.
2,3,I want to travel to Paris.,Planning ahead always makes trips better.,0.01319813911410869,0.029738654545377916,0.11372179661690561,I'm itching to go to Paris.,Getting your trips planned out in advance is a wonderful way to make sure everything goes smoothly and you have an even more enjoyable time!
9,9,I am learning biology.,It's never too late to learn something new.,0.019240735985216566,0.03615761886411768,0.0700698399007019,I am currently undertaking studies in biology.,It is never too late to acquire new knowledge.
2,3,I want to travel to Paris.,Planning ahead always makes trips better.,0.01319813911410869,0.029738654545377916,0.11372179661690561,I wish to travel to Paris.,Proactive planning invariably enhances the quality of travel experiences.
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I am currently engaged in the study of physics.,"You know, it's a wonderful feeling to pick up a new skill at any age!"
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I really enjoy shooting hoops!,Engaging in physical activity yields significant benefits for both somatic and cognitive well-being.
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I'm itching to go to Berlin.,"Oh, that sounds like a wonderfully exciting place to visit!"
2,4,I want to travel to Paris.,Exploring new places is always rewarding.,0.012006043933667814,0.029738654545377916,0.03780944036359679,I'm itching to go to Paris.,"You know, checking out new spots is always a good time."
13,9,I like playing badminton.,It's never too late to learn something new.,0.0004663752759108421,0.009287274636018406,0.0700698399007019,I find great enjoyment in playing badminton.,It is never too late to acquire new knowledge.
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I am currently engaged in the study of physics.,It is never too late to embark upon learning something new.
19,16,The weather is windy today.,I hope the weather is nice for your activities.,0.024653880190426608,0.031700766646811165,0.17388126971113932,It's a bit breezy out there today!,Hope the weather holds up for whatever you've got planned!
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I'm digging into physics right now.,"Hey, you're never too old to pick up a new skill!"
18,19,The weather is snowy today.,Each type of weather has its own charm.,0.004620710035147597,0.029055385929559197,0.030346937065599683,It's a lovely snowy day today!,"You know, every kind of weather has its own cool thing going for it."
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I would be delighted to travel to Berlin.,That sounds like a most promising destination!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,It's raining today.,Hope the weather's good for whatever you're up to!
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I find great enjoyment in playing basketball.,"Working out regularly really makes a big difference, you know?"
2,4,I want to travel to Paris.,Exploring new places is always rewarding.,0.012006043933667814,0.029738654545377916,0.03780944036359679,"Oh, I'd absolutely love to go to Paris!",The exploration of novel destinations is invariably a rewarding endeavor.
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I'm really itching to go to Berlin.,"Oh, that sounds like such a fun place to visit!"
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I'm really into playing basketball.,Getting your body moving is such a wonderful way to boost both your physical well-being and your spirits!
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I find playing basketball to be an enjoyable activity.,Engaging in regular physical activity yields significant benefits.
6,9,I am learning physics.,It's never too late to learn something new.,0.021732128777369592,0.07473050352452039,0.0700698399007019,I am undergoing studies in physics.,It is never too late to acquire new knowledge.
19,16,The weather is windy today.,I hope the weather is nice for your activities.,0.024653880190426608,0.031700766646811165,0.17388126971113932,The atmospheric conditions are characterized by significant wind velocity today.,I trust the weather will be conducive to your planned activities.
6,6,I am learning physics.,That's great that you're expanding your knowledge.,0.025495561956209657,0.07473050352452039,0.06285145050522811,I am currently undertaking the study of physics.,That's wonderful that you are expanding your knowledge.
10,10,I like playing basketball.,Staying active is so important for health.,0.007782727461334153,0.18889773402308402,0.01067928652301707,I find considerable enjoyment in participating in basketball.,Maintaining physical activity is paramount for overall health.
4,3,I want to travel to Berlin.,Planning ahead always makes trips better.,0.05547963155591268,0.13966431731977583,0.11372179661690561,I would be delighted to travel to Berlin.,"Seriously, planning ahead just makes trips so much smoother."
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I would very much like to travel to Berlin.,"Oh, that sounds like such a fun and exciting place to go! I'm really happy for you!"
10,16,I like playing basketball.,I hope the weather is nice for your activities.,0.008299003841818803,0.18889773402308402,0.17388126971113932,I find playing basketball to be a most enjoyable activity.,Hope you're having a fantastic time with wonderful weather!
3,4,I want to travel to Tokyo.,Exploring new places is always rewarding.,0.011410543384085297,0.04703220379966399,0.03780944036359679,"Oh, I'd absolutely love to visit Tokyo! It sounds like such an amazing place.",The exploration of new environments consistently yields rewarding outcomes.
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I find participation in the sport of basketball to be enjoyable.,Engaging in physical activity yields significant benefits for both physical and mental well-being.
2,4,I want to travel to Paris.,Exploring new places is always rewarding.,0.012006043933667814,0.029738654545377916,0.03780944036359679,I wish to undertake travel to Paris.,"Yeah, checking out new spots is always pretty cool."
6,6,I am learning physics.,That's great that you're expanding your knowledge.,0.025495561956209657,0.07473050352452039,0.06285145050522811,I'm diving into physics!,Awesome that you're learning new stuff!
10,14,I like playing basketball.,Physical activity is great for both body and mind.,0.09005424270903194,0.18889773402308402,0.11691730442354392,I really enjoy shooting hoops!,"Getting your body moving is a fantastic way to boost how you feel, both physically and mentally!"
6,5,I am learning physics.,Learning new things is always valuable.,0.0176476246440252,0.07473050352452039,0.031059590007304006,I'm picking up physics.,It's always so rewarding to discover something new!
4,0,I want to travel to Berlin.,That sounds like an exciting destination!,0.07596844823386648,0.13966431731977583,0.1680240307547435,I wish to travel to Berlin.,That sounds like a super cool place!
4,3,I want to travel to Berlin.,Planning ahead always makes trips better.,0.05547963155591268,0.13966431731977583,0.11372179661690561,I'm itching to go to Berlin.,Proactive planning significantly enhances the quality of travel experiences.
10,16,I like playing basketball.,I hope the weather is nice for your activities.,0.008299003841818803,0.18889773402308402,0.17388126971113932,I'm a big fan of shooting hoops.,Hope the weather's good for whatever you're up to!
17,19,The weather is cloudy today.,Each type of weather has its own charm.,0.014521693568867792,0.11314563618563987,0.030346937065599683,The atmospheric conditions are presently overcast.,Each meteorological condition possesses its distinct allure.
9,7,I am learning biology.,Keep up the good work with your studies!,0.0012032946867307338,0.03615761886411768,0.004112507988056981,I am currently engaged in the study of biology.,You're doing a fantastic job with your studies – keep that amazing momentum going!
0,0,I want to travel to New York.,That sounds like an exciting destination!,0.02648869966777733,0.04988382955327353,0.1680240307547435,I would be delighted to travel to New York.,"That sounds like a most interesting destination, indeed!"
10,10,I like playing basketball.,Staying active is so important for health.,0.007782727461334153,0.18889773402308402,0.01067928652301707,I'm into hoops.,Maintaining an active lifestyle is indeed of great importance for one's health.
18,15,The weather is snowy today.,Weather can really affect our mood and plans.,0.0019741318850652234,0.029055385929559197,0.011048293586957775,It's snowing out there today.,"You know, the weather can totally mess with how you're feeling and what you end up doing."
3,4,I want to travel to Tokyo.,Exploring new places is always rewarding.,0.011410543384085297,0.04703220379966399,0.03780944036359679,I'd absolutely love to take a trip to Tokyo!,Discovering new spots is such a delightful adventure!
4,3,I want to travel to Berlin.,Planning ahead always makes trips better.,0.05547963155591268,0.13966431731977583,0.11372179661690561,I wish to travel to Berlin.,"Yeah, totally. If you plan your trips out, they always go way smoother."
1,3,I want to travel to London.,Planning ahead always makes trips better.,0.02064487793923277,0.057626754303317713,0.11372179661690561,"Oh, I'd absolutely love to visit London!",Proactive planning consistently enhances the quality of travel experiences.
3,2,I want to travel to Tokyo.,I hope you have a wonderful trip!,0.000917914236039399,0.04703220379966399,0.009423184005082887,Wanna hit up Tokyo sometime.,We sincerely hope you have a most enjoyable and memorable journey.
16,3,The weather is rainy today.,Planning ahead always makes trips better.,0.0005991186341813032,0.07061124936147024,0.11372179661690561,It's raining today.,"Seriously, if you plan your trips out a bit, they just go way smoother."
9,9,I am learning biology.,It's never too late to learn something new.,0.019240735985216566,0.03615761886411768,0.0700698399007019,I am currently engaged in the study of biology.,"You're never too old to pick up something new, you know?"
11,13,I like playing soccer.,It's wonderful that you enjoy being active.,0.0022452950572582554,0.013050643022516833,0.055161303550447745,I'm a big fan of playing soccer.,It is commendable that you derive pleasure from engaging in physical activity.
1,0,I want to travel to London.,That sounds like an exciting destination!,0.03140399168285536,0.057626754303317713,0.1680240307547435,"Oh, I'd just love to visit London sometime!",That sounds like an opportune destination.
6,6,I am learning physics.,That's great that you're expanding your knowledge.,0.025495561956209657,0.07473050352452039,0.06285145050522811,I'm learning physics.,That's wonderful that you're diving deeper into your learning!
0,0,I want to travel to New York.,That sounds like an exciting destination!,0.02648869966777733,0.04988382955327353,0.1680240307547435,"Oh, I'd just love to visit New York!","Oh, that sounds like such a fun and exciting place to visit!"
0,5,I want to travel to New York.,Learning new things is always valuable.,0.0002723253382198214,0.04988382955327353,0.031059590007304006,"Oh, I'd just love to jet off to New York!",It's always such a wonderful thing to learn something new!
4,3,I want to travel to Berlin.,Planning ahead always makes trips better.,0.05547963155591268,0.13966431731977583,0.11372179661690561,I would be delighted to arrange a trip to Berlin.,Planning ahead really makes your trips so much better!
0,0,I want to travel to New York.,That sounds like an exciting destination!,0.02648869966777733,0.04988382955327353,0.1680240307547435,"Oh, I'd just love to visit New York sometime!","Oh, how wonderful! That sounds like a truly exciting place to visit!"
2,0,I want to travel to Paris.,That sounds like an exciting destination!,0.0008562109824601893,0.029738654545377916,0.1680240307547435,"Oh, I'd just love to visit Paris!",That sounds like a most promising destination!
12,13,I like playing tennis.,It's wonderful that you enjoy being active.,0.0008293983906413729,0.011955718716381791,0.055161303550447745,I just love getting out on the tennis court and playing a game!,It is truly wonderful to hear that you enjoy an active lifestyle.
17,18,The weather is cloudy today.,It's always good to be prepared for any weather.,0.02242056332487098,0.11314563618563987,0.04436553457324437,It's a bit of a cloudy day today!,It is always advisable to be prepared for any foreseen weather conditions.
4,19,I want to travel to Berlin.,Each type of weather has its own charm.,0.00018198118121017935,0.13966431731977583,0.030346937065599683,I wish to travel to Berlin.,Each meteorological condition possesses its own distinct appeal.
10,12,I like playing basketball.,Regular exercise makes such a difference.,0.03025768137875878,0.18889773402308402,0.03615585102320392,I find playing basketball to be an enjoyable activity.,"Getting your body moving regularly really makes a wonderful difference, doesn't it?"
7,9,I am learning chemistry.,It's never too late to learn something new.,0.006162845026748131,0.01722148168270239,0.0700698399007019,I am currently engaged in the study of chemistry.,It is never too late to embark on a new learning journey.
0,0,I want to travel to New York.,That sounds like an exciting destination!,0.02648869966777733,0.04988382955327353,0.1680240307547435,I'm itching to go to New York.,That sounds like a most delightful destination!
17,16,The weather is cloudy today.,I hope the weather is nice for your activities.,0.06100720684134101,0.11314563618563987,0.17388126971113932,The weather is presently cloudy.,Hope you have lovely weather for all your plans!
16,16,The weather is rainy today.,I hope the weather is nice for your activities.,0.052354829651168874,0.07061124936147024,0.17388126971113932,Please note that the weather appears to be rainy today.,Hope the weather cooperates for your plans!
18,19,The weather is snowy today.,Each type of weather has its own charm.,0.004620710035147597,0.029055385929559197,0.030346937065599683,The current meteorological conditions indicate snowfall.,Each type of weather possesses its own unique charm.
14,14,I like playing table tennis.,Physical activity is great for both body and mind.,0.007953660800488347,0.019877827850324985,0.11691730442354392,I really enjoy playing table tennis!,Engaging in physical activity confers significant benefits upon both the physical and mental well-being.
17,18,The weather is cloudy today.,It's always good to be prepared for any weather.,0.02242056332487098,0.11314563618563987,0.04436553457324437,The meteorological conditions today are characterized by cloud cover.,It's always a smart move to be ready for whatever the weather throws at you.
8,6,I am learning history.,That's great that you're expanding your knowledge.,0.012444692144970512,0.027994929140010276,0.06285145050522811,I'm learning history.,Awesome that you're looking to learn more stuff!
17,16,The weather is cloudy today.,I hope the weather is nice for your activities.,0.06100720684134101,0.11314563618563987,0.17388126971113932,The meteorological conditions today are overcast.,Hope the weather's good for whatever you're up to!
10,11,I like playing basketball.,Sports are a great way to stay fit and have fun.,0.0008438485747713985,0.18889773402308402,0.0009257483405030304,I thoroughly enjoy participating in basketball.,"Yeah, sports are pretty awesome for keeping you in shape and having a good time."
